SNo.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Master Work Category Name,Work Category Name,WORK TYPE as per new work creation Module,Work Type,Agency Name,Sanction Wages (Rs),Sanction Material (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY,No. Of Units,Is Exempted Ongoing Community Works(20) within GP,Is Secure,Is Convergence,Work Started Date,Work Physically/ Completed Date,Individual Beneficiary JCN
14960,SATNA,NAGOD,SURDAHA KALA,2017-2018,Approved,1712003006/IF/IAY/1061256,Construction of IAY House -IAY REG. NO. MP1613882,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,06-05-2017,
14961,SATNA,NAGOD,SURDAHA KALA,2020-2021,Approved,1712003006/IF/IAY/2985877,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4131064,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,30-10-2020,
14962,SATNA,NAGOD,SURDAHA KALA,2021-2022,Ongoing,1712003006/IF/22012034713819,KAPIL DHARA VITTU KOL/SUKHDEUNA,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,115226.72,150480.53,265873,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,14-05-2021,
14963,SATNA,NAGOD,SURDAHA KALA,2021-2022,Ongoing,1712003006/IF/22012034658144,KAPIL DHARA KOOP NIRMAN RAMAN SINGH,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,113435.72,150419.52,264021,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,18-04-2021,
14964,SATNA,NAGOD,SURDAHA KALA,2021-2022,Ongoing,1712003006/IF/IAY/3376983,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4794153,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,25-02-2022,
14965,SATNA,NAGOD,SURDAHA KALA,2022-2023,Approved,1712003006/IF/IAY/3903205,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149703171,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,01-05-2022,
14966,SATNA,NAGOD,SURDAHA KALA,2022-2023,Approved,1712003006/IF/IAY/3909361,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148543972,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,03-05-2022,
14967,SATNA,NAGOD,SURDAHA KALA,2022-2023,Approved,1712003006/IF/IAY/4313169,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149539420,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,13-06-2022,
14968,SATNA,NAGOD,SURDAHA KALA,2022-2023,Ongoing,1712003006/RC/22012034611055,SURDAHA KHURD SE MUKHYA MARG KI OR SUDUR SADAK NIRMAN KARYA,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Mitti Murram Roads for Community,Construction of Mitti Murram Roads for Community,Gram Panchayat,503205.94,962504.25,1466000,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,17-05-2022,
14969,SATNA,NAGOD,SURDAHA KALA,2022-2023,Approved,1712003006/IF/IAY/3860459,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP126058925,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,27-04-2022,
14970,SATNA,NAGOD,SURDAHA KALA,2022-2023,Approved,1712003006/IF/IAY/3861681,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP126074325,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,27-04-2022,
14971,SATNA,NAGOD,SURDAHA KALA,2022-2023,Ongoing,1712003006/AV/22012034562548,"BAULI ME SIDHI,RETARNING WALLAND PAYASI TOLA KE PASS",D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Anganwadi Building for Community,Constr of Anganwadi for community,Gram Panchayat,54200,216800,271000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,28-05-2022,
14972,SATNA,NAGOD,SURDAHA KALA,2023-2024,New,1712003006/WC/22012035161590,Duck Pond Nirman Daddu singh k ghar k mod k pass,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Earthen Check Dam for Community,Constr of Earthen Check Dam for Community,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,02-10-2023,
14973,SATNA,NAGOD,SURDAHA KALA,2023-2024,Ongoing,1712003006/AV/22012034655870,Ghat Nirman Mukhgya basti Talab Surdaha kala,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Gram Panchayat/Panchayat Bhavan Building for Community,Constr of GP for community,Gram Panchayat,46000,0,335000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,16-03-2024,
14974,SATNA,NAGOD,SURDAHA KALA,2023-2024,Ongoing,1712003/DP/22012034578254,बांस रोपण सुरदहा पी.319,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Drought Proofing,Block Plantation of Forestry Trees in Fields for Community,Block Plantation of Forestry-in Fields-Community,Forest,2546441,2690047,5236488,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,17-06-2023,
14975,SATNA,NAGOD,SURDAHA KALA,2023-2024,Ongoing,1712003006/AV/22012034644570,Samudaik Bhavan Nirman Dashai dai Mandir,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Anganwadi Building for Community,Constr of Anganwadi for community,Gram Panchayat,200000,0,900000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,19-10-2023,
14976,SATNA,NAGOD,SURDAHA KALA,2023-2024,Ongoing,1712003006/AV/22012034634916,SAMUDAIK DUKAN SURDHA KALA,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Gram Panchayat/Panchayat Bhavan Building for Community,Constr of GP for community,Gram Panchayat,155000,0,778000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-07-2023,
14977,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/4802263,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150938289,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,05-03-2025,
14978,SATNA,NAGOD,SURDAHA KALA,2024-2025,Completed,1712003006/IF/IAY/4867550,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131125310,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,07-02-2025,24-08-2026
14979,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/4638377,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131125355,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-01-2025,
14980,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/3374627,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4458289,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2025,
14981,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/4718663,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP131125968,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2025,
14982,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/4984098,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148544900,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,
14983,SATNA,NAGOD,SURDAHA KALA,2024-2025,Completed,1712003006/IF/IAY/5102904,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148812250,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,01-08-2026
14984,SATNA,NAGOD,SURDAHA KALA,2024-2025,Completed,1712003006/IF/IAY/5102965,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148824727,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,24-08-2026
14985,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/5104849,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149597962,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,
14986,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/5107581,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150935864,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,
14987,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/5107585,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150938051,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4200,0,4200,0,4200,0,4200,0,14,14,1,,NO,YES,21-03-2025,
14988,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/5107743,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151027059,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,
14989,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/5108364,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151366077,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-03-2025,
14990,SATNA,NAGOD,SURDAHA KALA,2024-2025,Ongoing,1712003006/IF/IAY/4665052,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151025805,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,23-11-2024,
14991,SATNA,NAGOD,SURDAHA KALA,2024-2025,New,1712003006/WC/22012035250542,PARCOLATION TANK NIRMAN ASHOK SINGH KE GHAR KE MOD KE PASS,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Mini Percolation Tank for Community,Construction of Mini Percolation Tank for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,26-01-2025,
14992,SATNA,NAGOD,SURDAHA KALA,2024-2025,Approved,1712003006/WC/22012035250543,PARCOLATION TANK NIRMAN ASHOK SINGH KE GHAR KE MOD KE PASS,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Mini Percolation Tank for Community,Construction of Mini Percolation Tank for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,26-01-2025,
14993,SATNA,NAGOD,SURDAHA KALA,2025-2026,Approved,1712003006/IF/22012035325762,Kapil dhara koop nirman Anupam Singh,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,01-04-2025,
14994,SATNA,NAGOD,SURDAHA KALA,2025-2026,Approved,1712003006/IF/22012035325766,Kapil dhara koop nirman Prachi Mishra/Prabhakar Mishra,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,01-04-2025,
14995,SATNA,NAGOD,SURDAHA KALA,2025-2026,Approved,1712003006/IF/22012035325767,Kapil dhara koop nirman Ramsakha /Dhantali Kushwaha,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Irrigation Open Well for Individuals,Constr of Irrigation Open Well for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,01-04-2025,
14996,SATNA,NAGOD,SURDAHA KALA,2025-2026,Approved,1712003006/IF/22012035325771,Khet Talab Minni Raju Singh/Mathura Singh,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,154179.77,40115.15,194296,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,01-04-2025,
14997,SATNA,NAGOD,SURDAHA KALA,2025-2026,Approved,1712003006/WC/22012035259347,Percolation Tank Nirman RAMKARAN GAUTAM KE GHAR KEPASS KOLNAN,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Mini Percolation Tank for Community,Construction of Mini Percolation Tank for Comm,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,01-04-2025,
14998,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5414942,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150939215,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,02-09-2025,
14999,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5605880,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151034169,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,02-09-2025,
15000,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5666590,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148544074,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,02-09-2025,
15001,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5666665,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151063715,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,02-09-2025,
15002,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5667170,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148523437,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4200,0,4200,0,4200,0,4200,0,14,14,1,,NO,YES,02-09-2025,
15003,SATNA,NAGOD,SURDAHA KALA,2025-2026,Completed,1712003006/IF/IAY/5667611,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151050268,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,02-09-2025,24-08-2026
15004,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5720867,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150806169,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,8400,0,4200,0,4200,0,4200,0,28,28,1,,NO,YES,02-09-2025,
15005,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5753836,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149941811,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,02-09-2025,
15006,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5753437,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151366221,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,08-10-2025,
15007,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5753826,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148544152,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,08-10-2025,
15008,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5754149,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151025942,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,08-10-2025,
15009,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5808437,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148323502,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4200,0,10500,0,10500,0,10500,0,35,35,1,,NO,YES,08-10-2025,
15010,SATNA,NAGOD,SURDAHA KALA,2025-2026,Ongoing,1712003006/IF/IAY/5809398,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149945326,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,08-10-2025,
